288	10
7	-42	20	18	2	15	27	15	0.7	0	9
11	63	29	13	5	12	18	25	2.1	0	8
6	-62	21	14	1	13	30	10	0.9	0	3
8	-6	7	16	4	29	1	26	4.0	0	11
6	-75	5	10	5	32	5	9	8.0	1	9
7	-68	2	31	1	28	4	17	1.4	0	7
15	192	11	6	10	27	12	30	3.7	0	6
10	146	4	2	7	4	5	19	0.01	0	10
13	176	1	5	7	5	7	28	3.0	0	7
5	-50	32	23	3	6	3	8	0.9	0	4
5	-149	31	29	2	3	1	3	12.2	1	2
12	155	11	14	5	10	22	19	6.4	0	12
8	15	14	13	3	12	17	22	7.8	0	6
9	54	26	4	3	14	19	32	2.6	1	8
4	-118	22	6	2	9	18	11	13.6	1	10
11	68	2	18	5	23	1	25	0.78	0	10
10	107	12	8	4	28	11	14	5.8	0	5
7	-38	23	23	4	26	9	1	18.9	0	3
10	21	15	22	4	23	2	13	8.7	0	12
9	65	17	17	3	30	30	17	1.0	0	9
2	-184	29	27	0	31	26	4	11.3	0	3
11	89	3	12	7	32	31	27	7.7	0	8
3	-163	31	26	0	29	25	5	21.8	0	5
9	72	25	7	4	7	7	12	2.2	0	11
3	-199	32	21	1	1	8	6	7.4	1	7
12	128	4	3	11	2	10	24	5.9	1	12
9	0	18	9	1	4	16	21	1.5	0	4
12	115	7	19	8	18	24	29	3.3	0	4
6	-20	10	29	1	6	20	10	0.2	0	6
4	-137	13	20	2	17	21	7	0.1	0	9
10	74	5	28	9	20	23	20	15.7	0	7
12	138	6	16	7	13	14	28	7.8	0	10
11	39	19	2	5	16	15	31	0.9	0	7
7	-18	27	15	0	21	12	15	5.7	0	11
5	-123	21	30	2	15	13	8	1.5	1	6
6	-36	8	32	3	11	29	9	8.0	0	8
2	-133	30	25	1	19	32	2	1.1	0	6
7	-23	1	31	4	23	28	3	1.7	0	7
7	-35	16	10	2	22	27	23	5.0	0	15
12	140	9	1	6	6	4	24	4.8	0	10
11	11	24	24	4	8	5	26	4.3	0	13
6	-30	28	17	2	3	6	18	0.0	0	5
8	-34	20	5	3	4	3	16	4.2	1	5
12	106	7	26	5	14	10	22	4.1	0	12
8	-18	27	21	4	8	12	30	18.0	0	8
6	-49	19	10	4	26	14	16	17.8	0	9
8	-97	25	11	2	19	9	15	1.5	0	4
8	9	20	13	2	22	23	23	1.3	0	11
8	-32	29	12	4	5	28	4	1.5	0	10
4	-98	17	9	6	21	26	21	24.5	1	7
4	125	10	3	2	12	23	10	8.7	0	10
2	-152	11	7	3	27	30	5	1.1	1	9
7	-19	22	14	1	23	31	7	7.0	1	2
11	55	15	20	3	30	32	19	0.6	0	11
4	-202	31	28	1	13	29	24	19.6	0	3
11	125	21	24	10	28	7	25	4.4	0	9
4	-131	23	22	1	29	1	2	2.25	0	3
13	207	1	19	5	32	2	29	6.8	0	12
9	48	5	23	2	31	4	8	1.3	0	9
8	7	16	32	5	25	18	27	1.3	0	12
7	-89	28	8	1	24	26	31	0.0	0	6
3	-144	9	18	3	18	17	13	0.0	1	4
10	60	2	29	5	20	20	18	11.2	0	10
8	-11	3	25	1	6	13	3	9.8	0	12
7	19	6	16	2	2	16	11	0.8	1	11
5	-89	13	31	2	10	21	1	1.5	1	7
8	-33	8	30	5	16	15	17	0.75	0	5
4	-90	14	27	1	15	11	6	3.1	0	6
4	-101	32	17	2	17	19	20	6.8	1	2
11	110	4	4	5	3	23	26	5.5	0	7
12	125	26	2	7	1	22	9	6.0	0	7
13	186	18	1	6	11	6	32	2.8	0	12
10	55	12	6	4	7	8	28	5.75	0	11
7	-16	30	15	2	4	3	14	0.0	0	6
12	134	24	5	10	9	4	12	2.2	0	8
12	226	1	25	7	32	14	26	5.6	0	12
7	7	27	21	4	18	8	30	5.4	0	8
6	-91	19	22	3	29	26	21	9.8	1	6
6	-94	30	8	2	20	19	5	3.4	0	8
8	22	21	1	3	14	22	11	0.76	0	8
10	54	16	17	6	4	5	16	1.2	0	8
5	-66	25	23	3	3	21	10	14.3	1	4
10	71	22	6	4	14	12	22	8.6	0	4
12	85	7	7	9	29	27	31	2.4	0	2
6	-141	26	27	0	28	23	23	12.9	0	7
11	-30	10	26	3	14	30	18	19.6	0	11
2	-189	29	30	0	14	13	9	3.5	1	4
2	-214	24	20	6	20	28	8	14.0	1	11
4	-153	18	18	1	18	29	25	4.5	0	4
13	192	4	2	7	2	32	29	11.5	0	13
7	0	31	9	0	6	31	1	0.9	1	9
8	-24	6	19	3	11	25	32	2.3	0	8
9	85	14	31	4	1	24	20	1.0	0	7
10	48	5	28	5	24	18	28	4.3	0	3
4	-164	15	15	0	7	20	7	23.0	1	10
11	97	13	11	4	31	6	5	7.0	0	8
4	-65	3	13	3	20	2	2	0.46	0	7
10	31	20	16	7	8	10	6	8.0	0	5
10	98	28	5	5	20	16	12	3.2	1	8
13	120	8	24	5	24	15	17	0.3	0	4
7	-5	9	29	3	27	17	14	8.5	0	4
7	7	2	32	4	11	3	3	2.7	0	11
7	-6	12	10	0	10	1	4	11.6	0	12
11	167	17	4	6	11	11	19	13.3	0	13
5	-107	32	12	3	8	7	15	3.6	1	10
7	-49	23	14	0	4	4	13	0.25	0	7
11	124	11	3	9	24	9	27	0.9	0	12
13	171	2	31	9	15	32	15	6.7	0	12
6	16	22	15	3	10	18	9	9.1	1	7
6	-62	14	26	0	2	29	5	19.3	0	6
8	14	25	5	4	3	20	13	8.4	0	6
12	98	12	1	7	27	14	16	0.5	0	8
12	112	15	3	8	31	4	23	6.2	0	10
4	-89	29	10	1	19	3	1	9.0	0	5
9	21	20	7	4	27	14	4	17.6	0	10
10	103	13	2	4	10	29	17	1.1	0	12
9	8	17	18	0	23	28	24	8.1	0	6
2	-187	30	25	2	3	14	2	2.5	1	11
5	-86	32	6	2	3	14	11	31.7	1	2
7	-126	27	11	2	3	20	14	24.0	1	2
8	-74	9	29	4	19	18	31	3.2	1	4
8	-81	23	20	6	3	2	20	27.9	0	13
8	29	6	16	5	3	6	19	2.1	0	7
8	22	11	14	2	15	11	12	17.1	0	8
9	-6	8	27	2	19	1	28	1.1	0	9
5	-79	16	13	1	27	24	10	13.6	0	10
8	68	4	8	3	15	7	7	11.0	0	4
15	201	3	32	7	13	31	8	5.5	0	11
10	87	5	23	1	3	20	26	1.5	0	4
3	-109	18	21	2	10	8	3	2.0	0	10
8	12	24	17	6	23	20	22	7.7	0	10
10	52	10	12	2	19	24	30	0.75	0	13
4	-207	21	30	1	18	27	18	25.1	1	7
13	208	1	24	5	13	11	32	4.2	0	7
6	-23	7	28	3	1	10	21	2.8	0	7
7	6	28	9	5	23	11	25	21.3	0	11
8	-36	19	19	3	32	8	27	7.0	0	5
2	-214	31	22	0	26	4	6	3.5	1	7
13	151	26	4	9	30	24	29	16.9	0	11
14	205	8	25	8	6	15	12	0	0	13
7	7	21	6	4	16	10	8	0	0	6
4	4	25	24	1	16	2	16	0	0	6
11	63	11	3	3	16	3	11	0	0	8
12	143	14	2	5	21	27	14	0	0	12
12	97	22	10	5	12	31	7	0	0	12
5	5	29	22	2	10	19	4	0	1	4
4	4	20	15	0	4	27	5	0	0	9
6	6	3	30	3	1	10	6	0	0	10
6	6	27	26	4	1	23	9	0	1	9
10	10	4	20	5	10	3	29	0	0	2
8	8	15	28	3	5	3	25	0	0	5
10	10	12	14	6	22	3	15	0	0	7
8	8	10	11	4	16	19	13	0	1	8
4	4	13	32	2	24	3	3	0	1	8
9	9	1	1	4	29	3	18	0	0	8
6	6	7	23	6	3	15	10	0	1	8
10	10	5	7	5	7	19	19	0	0	9
6	6	18	31	3	8	27	17	0	0	5
10	10	2	12	5	9	15	31	0	0	8
10	10	9	5	8	22	13	27	0	0	15
6	6	17	21	2	12	3	29	0	0	10
6	6	23	8	4	14	10	28	0	1	3
11	11	30	9	4	14	23	32	0	0	8
13	13	16	16	9	20	19	20	0	0	10
10	10	19	17	1	25	18	30	0	0	4
11	11	6	4	5	27	13	22	0	0	13
2	2	32	18	3	26	1	21	0	1	6
7	7	28	27	0	29	23	24	0	0	7
5	5	31	29	3	32	32	23	0	0	8
7	7	26	19	1	31	26	26	0	0	2
6	6	24	13	2	28	30	1	0	1	13
10	142	3	11	6	4	6	30	1.8	0	14
7	-30	17	22	3	1	16	16	7.8	0	7
6	-68	30	19	1	6	16	6	0.0	1	4
9	112	20	1	5	7	16	21	1.3	0	11
9	44	7	5	4	28	21	22	0.0	0	12
9	130	13	3	5	27	12	15	0.0	0	12
5	-130	32	31	2	25	10	8	9.4	0	5
10	14	24	4	1	22	4	25	0.0	0	4
9	55	4	14	5	11	1	23	1.1	0	6
8	-48	12	28	4	15	1	20	5.2	0	6
14	109	9	18	7	14	10	32	0.27	0	10
7	-90	18	23	2	13	5	10	9.0	0	8
4	-130	25	30	0	18	22	9	6.2	0	10
5	-182	31	26	3	19	16	3	2.3	0	8
8	2	15	7	5	20	24	17	3.9	0	4
13	134	10	16	3	17	29	28	1.0	0	9
11	111	2	9	9	12	3	27	5.3	0	6
8	-25	8	13	4	10	7	14	8.5	0	10
4	-70	22	10	2	16	8	11	1.4	1	6
11	92	11	12	9	9	9	7	20.2	0	10
11	164	6	2	4	29	22	26	9.4	0	10
2	-232	26	32	0	21	12	4	0.94	0	6
12	158	5	6	10	31	14	29	11.3	0	6
7	-48	23	17	2	32	14	12	7.9	0	11
9	38	16	21	1	3	20	18	1.2	0	13
3	-156	28	27	0	5	25	5	25.6	0	10
13	13	1	25	7	8	27	31	13.0	0	11
8	7	19	8	4	2	26	13	1.8	0	2
5	-110	21	24	0	24	29	2	1.6	1	7
10	50	14	20	5	26	32	24	0.0	0	5
1	-261	29	29	1	23	31	1	1.8	0	7
8	49	27	15	5	30	28	19	14.9	0	6
13	162	1	29	4	12	22	6	3.1	0	11
6	-112	25	16	2	6	15	11	0.07	0	7
9	-57	29	26	3	5	18	2	11.6	0	6
5	-84	28	25	0	8	25	29	17.3	0	4
13	98	3	5	10	27	25	19	4.0	0	9
9	92	27	12	3	24	21	15	3.3	0	10
0	-176	24	14	1	21	5	1	59.0	0	7
7	-59	32	18	3	29	29	9	10.7	0	6
4	-98	20	20	2	25	32	32	9.9	0	11
9	-22	23	13	6	30	31	16	30.3	1	9
4	-141	31	30	2	32	22	3	16.8	1	10
10	149	6	2	6	30	25	20	27.8	0	5
10	76	5	28	4	2	19	25	2.6	0	12
6	-72	18	23	5	4	29	14	7.6	1	4
5	-93	17	3	2	1	25	4	10.2	0	6
9	83	4	15	6	3	24	17	2.6	0	12
9	22	14	8	5	10	15	7	7.9	0	10
3	-142	21	31	1	8	8	8	0.3	1	5
7	-46	16	21	3	7	14	28	1.5	0	7
13	162	7	4	6	10	19	30	0.5	0	9
7	-64	26	22	2	18	1	5	3.9	0	6
9	34	13	27	2	21	2	18	4.2	1	6
13	130	11	1	7	27	8	22	13.7	0	8
5	-56	30	10	0	19	8	23	7.6	1	12
10	38	8	9	4	13	13	21	1.1	0	7
5	-47	9	32	2	14	4	27	15.2	0	5
11	122	2	17	7	15	2	24	0.3	0	13
11	36	19	7	4	16	12	13	4.4	0	7
9	34	15	11	7	25	5	31	0.5	0	10
8	-66	22	6	4	23	8	12	1.6	1	3
11	149	10	19	8	17	5	26	4.3	0	13
6	-52	12	24	2	20	15	10	56.0	0	4
